entry_date,AcidBurn86,vovakovalchukk,xHeaven
2026-02-28 23:52:15,2.93726021754,,
2026-03-01 13:17:03,2.93726021754,2.6808380831,
2026-03-01 14:38:07,2.93726021754,2.6808380831,2.6556738084
2026-03-01 15:48:32,2.93726021754,2.67810794884,2.6556738084
2026-03-01 15:53:31,2.91710051836,2.67810794884,2.6556738084
2026-03-01 16:07:39,2.91710051836,2.66494135572,2.6556738084
2026-03-01 16:44:39,2.91710051836,2.66494135572,2.65473694936
2026-03-01 17:00:40,2.80110766314,2.66494135572,2.65473694936
2026-03-01 18:42:51,2.80110766314,2.66494135572,2.65298215048
2026-03-01 19:30:02,2.80110766314,2.66254988488,2.65298215048
2026-03-01 19:50:53,2.80110766314,2.64587639442,2.65298215048
2026-03-01 21:58:07,2.80110766314,2.64587639442,2.65000789826
2026-03-01 22:36:23,2.80110766314,2.64587639442,2.64428315976
2026-03-02 08:16:36,2.70365530996,2.64587639442,2.64428315976
2026-03-02 12:43:56,2.66426861194,2.64587639442,2.64428315976
2026-03-02 13:36:47,2.64658911846,2.64587639442,2.64428315976
2026-03-02 18:02:38,2.64658911846,2.64587639442,2.6413712634
2026-03-03 15:55:01,2.64508664062,2.64587639442,2.6413712634
2026-03-03 18:10:52,2.56369983098,2.64587639442,2.6413712634
2026-03-03 18:20:37,2.56369983098,2.64587639442,2.57329411912
2026-03-03 18:23:06,2.56369983098,2.64587639442,2.55126028738
2026-03-03 18:45:37,2.55412757244,2.64587639442,2.55126028738
2026-03-03 18:57:02,2.55103251272,2.64587639442,2.55126028738
2026-03-03 19:07:12,2.54627885594,2.64587639442,2.55126028738
2026-03-03 19:14:40,2.54627885594,2.64587639442,2.54031959572
2026-03-03 20:22:01,2.53678261998,2.64587639442,2.54031959572
2026-03-03 21:59:55,2.53678261998,2.64587639442,2.53772840494
2026-03-04 10:22:23,2.53678261998,2.56827801664,2.53772840494
2026-03-04 10:30:56,2.53678261998,2.55770523626,2.53772840494
2026-03-04 11:12:08,2.53678261998,2.54605700268,2.53772840494
2026-03-04 11:20:11,2.53678261998,2.54403359922,2.53772840494
2026-03-04 20:34:10,2.53678261998,2.5383532726,2.53772840494
2026-03-04 22:33:52,2.53678261998,2.5383532726,2.53275419124
